Gene 1,Gene 2,Weight,Network group,Network
Kirrel3,Nrxn3,0.02140666,Co-expression,Lattin-Sweet-2008
Ptprd,Pcdh9,0.013394958,Co-expression,Lattin-Sweet-2008
Atp2b1,Lrrc4c,0.005537122,Co-expression,Lattin-Sweet-2008
Erc2,Lrrc4c,0.003069628,Co-expression,Lattin-Sweet-2008
Erc2,Cntnap2,0.006909635,Co-expression,Lattin-Sweet-2008
Gria2,Nrxn3,0.009777498,Co-expression,Lattin-Sweet-2008
Gria2,Atp2b1,0.006007553,Co-expression,Lattin-Sweet-2008
Gria2,Erc2,0.003416947,Co-expression,Lattin-Sweet-2008
Meis2,Nrxn3,0.01864356,Co-expression,Lattin-Sweet-2008
Meis2,Atp2b1,0.011248426,Co-expression,Lattin-Sweet-2008
Meis2,Gria2,0.009134241,Co-expression,Lattin-Sweet-2008
Gria1,Ntng1,0.013799224,Co-expression,Lattin-Sweet-2008
Gria1,Erc2,0.004262812,Co-expression,Lattin-Sweet-2008
Gria1,Gria2,0.007135188,Co-expression,Lattin-Sweet-2008
Mef2c,Nos1ap,0.01227815,Co-expression,Lattin-Sweet-2008
Ppp3ca,Lrrc4c,0.004275645,Co-expression,Lattin-Sweet-2008
Ppp3ca,Atp2b1,0.005907207,Co-expression,Lattin-Sweet-2008
Ppp3ca,Erc2,0.003010695,Co-expression,Lattin-Sweet-2008
Tenm1,Kirrel3,0.017154314,Co-expression,Lattin-Sweet-2008
Rcan2,Pcdh7,0.017445046,Co-expression,Lattin-Sweet-2008
Lrrc4b,Nrxn3,0.009703389,Co-expression,Lattin-Sweet-2008
Lrrc4b,Cit,0.012814664,Co-expression,Lattin-Sweet-2008
Lrrc4b,Syn3,0.010713561,Co-expression,Lattin-Sweet-2008
Fam19a2,Fam19a1,0.016845405,Co-expression,Lattin-Sweet-2008
Fam19a2,Erc2,0.00599301,Co-expression,Lattin-Sweet-2008
Fam19a2,Cadm1,0.019198751,Co-expression,Lattin-Sweet-2008
Pclo,Tenm1,0.017527096,Co-expression,Lattin-Sweet-2008
Fam19a5,Cit,0.014630318,Co-expression,Lattin-Sweet-2008
Fam19a5,Gria1,0.007780387,Co-expression,Lattin-Sweet-2008
Fam19a5,Syn3,0.012300373,Co-expression,Lattin-Sweet-2008
Fam19a5,Lrrc4b,0.005847613,Co-expression,Lattin-Sweet-2008
Tenm2,Tenm4,0.012568597,Co-expression,Zapala-Barlow-2005
Tenm3,Tenm2,0.011216281,Co-expression,Zapala-Barlow-2005
Cadm1,Tenm2,0.006859093,Co-expression,Zapala-Barlow-2005
Gria2,Tenm2,0.014394571,Co-expression,Zapala-Barlow-2005
Gria1,Tenm2,0.00885205,Co-expression,Zapala-Barlow-2005
Gria1,Tenm3,0.014389878,Co-expression,Zapala-Barlow-2005
Gria1,Gria2,0.019315952,Co-expression,Zapala-Barlow-2005
Ppp3ca,Tenm2,0.007278495,Co-expression,Zapala-Barlow-2005
Ppp3ca,Gria2,0.015422275,Co-expression,Zapala-Barlow-2005
Ppp3ca,Gria1,0.009271733,Co-expression,Zapala-Barlow-2005
Bsn,Mef2c,0.013573109,Co-expression,Zapala-Barlow-2005
Ptprs,Tenm4,0.008557702,Co-expression,Zapala-Barlow-2005
Ptprs,Tenm2,0.004825539,Co-expression,Zapala-Barlow-2005
Ptprs,Cadm1,0.00457926,Co-expression,Zapala-Barlow-2005
Ptprs,Gria2,0.009503589,Co-expression,Zapala-Barlow-2005
Ptprs,Ppp3ca,0.004647416,Co-expression,Zapala-Barlow-2005
Pclo,Tenm2,0.004268496,Co-expression,Zapala-Barlow-2005
Pclo,Gria2,0.009178762,Co-expression,Zapala-Barlow-2005
Pclo,Gria1,0.005325635,Co-expression,Zapala-Barlow-2005
Pclo,Ppp3ca,0.004631461,Co-expression,Zapala-Barlow-2005
Gria2,Tenm2,0.012377044,Co-expression,Akahoshi-Ishii-2011
Gria2,Zbtb20,0.010572287,Co-expression,Akahoshi-Ishii-2011
Gria1,Tenm2,0.005403027,Co-expression,Akahoshi-Ishii-2011
Gria1,Zbtb20,0.005831959,Co-expression,Akahoshi-Ishii-2011
