Gene 1,Gene 2,Weight,Network group,Network
Zbtb20,Nfia,0.026812451,Co-expression,Gallardo-Castrillon-2007
Zfpm2,Tenm4,0.011370054,Co-expression,Gallardo-Castrillon-2007
Ppp2r2b,Galntl6,0.02736294,Co-expression,Gallardo-Castrillon-2007
Ntm,Nrxn3,0.010187504,Co-expression,Gallardo-Castrillon-2007
Ntm,Ppfia2,0.008761651,Co-expression,Gallardo-Castrillon-2007
Ntm,Lrrtm4,0.010101311,Co-expression,Gallardo-Castrillon-2007
Ntm,Kirrel3,0.009325879,Co-expression,Gallardo-Castrillon-2007
Cadps,Nrxn3,0.014375398,Co-expression,Gallardo-Castrillon-2007
Cadps,Ppfia2,0.011323632,Co-expression,Gallardo-Castrillon-2007
Cadps,Cntnap2,0.01480506,Co-expression,Gallardo-Castrillon-2007
Amer2,Galntl6,0.017286513,Co-expression,Gallardo-Castrillon-2007
Amer2,Rfx3,0.015161229,Co-expression,Gallardo-Castrillon-2007
Amer2,Ppp2r2b,0.016487245,Co-expression,Gallardo-Castrillon-2007
Amer2,Khdrbs3,0.01334981,Co-expression,Gallardo-Castrillon-2007
Pclo,Ppfia2,0.021608263,Co-expression,Gallardo-Castrillon-2007
Phyhipl,Ppp2r2b,0.01923239,Co-expression,Gallardo-Castrillon-2007
Phyhipl,Khdrbs3,0.016040664,Co-expression,Gallardo-Castrillon-2007
Phyhipl,Amer2,0.014268077,Co-expression,Gallardo-Castrillon-2007
Rgs8,Nrxn3,0.007405173,Co-expression,Gallardo-Castrillon-2007
Rgs8,Lrrtm4,0.006623691,Co-expression,Gallardo-Castrillon-2007
Rgs8,Cntnap2,0.008180931,Co-expression,Gallardo-Castrillon-2007
Rgs8,Ntm,0.002620199,Co-expression,Gallardo-Castrillon-2007
Rgs8,Cadps,0.003436844,Co-expression,Gallardo-Castrillon-2007
Rgs8,Pclo,0.00636094,Co-expression,Gallardo-Castrillon-2007
Mdga2,Nrxn3,0.0171081,Co-expression,Gallardo-Castrillon-2007
Mdga2,Ppfia2,0.014693444,Co-expression,Gallardo-Castrillon-2007
Mdga2,Cadps,0.007870734,Co-expression,Gallardo-Castrillon-2007
Mdga2,Rgs8,0.003912814,Co-expression,Gallardo-Castrillon-2007
Lsamp,Nrxn3,0.021038938,Co-expression,Gallardo-Castrillon-2007
Lsamp,Cadps,0.009739469,Co-expression,Gallardo-Castrillon-2007
Lsamp,Rgs8,0.005188284,Co-expression,Gallardo-Castrillon-2007
Lsamp,Mdga2,0.011246646,Co-expression,Gallardo-Castrillon-2007
Cntn6,Erc2,0.013995404,Co-expression,Gallardo-Castrillon-2007
Sv2b,Nrxn3,0.00885138,Co-expression,Gallardo-Castrillon-2007
Sv2b,Ppfia2,0.00786605,Co-expression,Gallardo-Castrillon-2007
Sv2b,Lrrtm4,0.008572216,Co-expression,Gallardo-Castrillon-2007
Sv2b,Kirrel3,0.00787352,Co-expression,Gallardo-Castrillon-2007
Sv2b,Ntm,0.003176302,Co-expression,Gallardo-Castrillon-2007
Sv2b,Pclo,0.007488797,Co-expression,Gallardo-Castrillon-2007
Sv2b,Rgs8,0.002347716,Co-expression,Gallardo-Castrillon-2007
Sv2b,Lsamp,0.006111119,Co-expression,Gallardo-Castrillon-2007
Sv2b,Cntn6,0.005910308,Co-expression,Gallardo-Castrillon-2007
Il1rapl1,Ptchd4,0.013508921,Co-expression,Gallardo-Castrillon-2007
Il1rapl1,Kirrel3,0.014901476,Co-expression,Gallardo-Castrillon-2007
Cyp4x1,Ptchd4,0.011714755,Co-expression,Gallardo-Castrillon-2007
Cyp4x1,Lrrtm4,0.013770366,Co-expression,Gallardo-Castrillon-2007
Cyp4x1,Kirrel3,0.012724779,Co-expression,Gallardo-Castrillon-2007
Cyp4x1,Ntm,0.004350555,Co-expression,Gallardo-Castrillon-2007
Cyp4x1,Pclo,0.010485738,Co-expression,Gallardo-Castrillon-2007
Cyp4x1,Sv2b,0.003854178,Co-expression,Gallardo-Castrillon-2007
Phactr3,Erc2,0.015164902,Co-expression,Gallardo-Castrillon-2007
Phactr3,Cntn6,0.015954915,Co-expression,Gallardo-Castrillon-2007
Nphs2,Slc8a1,0.020831386,Co-expression,Gallardo-Castrillon-2007
Tenm4,Nfia,0.012408938,Co-expression,Thorrez-Schuit-2008
Zbtb20,Tenm4,0.01148785,Co-expression,Thorrez-Schuit-2008
Erc2,Lrrtm4,0.0082371,Co-expression,Thorrez-Schuit-2008
Ext1,Tenm4,0.014860676,Co-expression,Thorrez-Schuit-2008
Khdrbs3,Galntl6,0.012461446,Co-expression,Thorrez-Schuit-2008
Khdrbs3,Cntnap2,0.013026862,Co-expression,Thorrez-Schuit-2008
Khdrbs3,Ppp2r2b,0.012492079,Co-expression,Thorrez-Schuit-2008
Ntm,Ptchd4,0.011380149,Co-expression,Thorrez-Schuit-2008
Ntm,Nrxn3,0.011758826,Co-expression,Thorrez-Schuit-2008
Cadps,Nrxn3,0.01072042,Co-expression,Thorrez-Schuit-2008
Cadps,Ppfia2,0.009836786,Co-expression,Thorrez-Schuit-2008
Cadps,Cntnap2,0.009483533,Co-expression,Thorrez-Schuit-2008
Cadps,Ntm,0.004488405,Co-expression,Thorrez-Schuit-2008
Amer2,Cntnap2,0.0185591,Co-expression,Thorrez-Schuit-2008
Amer2,Rfx3,0.017163273,Co-expression,Thorrez-Schuit-2008
Amer2,Ppp2r2b,0.01720077,Co-expression,Thorrez-Schuit-2008
Amer2,Khdrbs3,0.008932691,Co-expression,Thorrez-Schuit-2008
Elavl3,Kirrel3,0.011633395,Co-expression,Thorrez-Schuit-2008
Elavl3,Elavl2,0.013594004,Co-expression,Thorrez-Schuit-2008
Elavl3,Ntm,0.005415047,Co-expression,Thorrez-Schuit-2008
Pclo,Ppfia2,0.01321414,Co-expression,Thorrez-Schuit-2008
Pclo,Erc2,0.005942176,Co-expression,Thorrez-Schuit-2008
Phyhipl,Galntl6,0.017572336,Co-expression,Thorrez-Schuit-2008
Phyhipl,Rfx3,0.017963363,Co-expression,Thorrez-Schuit-2008
Phyhipl,Khdrbs3,0.009866629,Co-expression,Thorrez-Schuit-2008
Phyhipl,Amer2,0.013481628,Co-expression,Thorrez-Schuit-2008
Cldn3,Ptprf,0.010305525,Co-expression,Thorrez-Schuit-2008
Rgs8,Ppfia2,0.011715598,Co-expression,Thorrez-Schuit-2008
Rgs8,Cntnap2,0.012609447,Co-expression,Thorrez-Schuit-2008
Rgs8,Ppp2r2b,0.011289779,Co-expression,Thorrez-Schuit-2008
Rgs8,Ntm,0.004875685,Co-expression,Thorrez-Schuit-2008
Rgs8,Cadps,0.004813772,Co-expression,Thorrez-Schuit-2008
Rgs8,Amer2,0.007882391,Co-expression,Thorrez-Schuit-2008
Mdga2,Ppfia2,0.01595518,Co-expression,Thorrez-Schuit-2008
Mdga2,Lrrtm4,0.012236023,Co-expression,Thorrez-Schuit-2008
Mdga2,Ntm,0.007189007,Co-expression,Thorrez-Schuit-2008
Mdga2,Cadps,0.006426873,Co-expression,Thorrez-Schuit-2008
Mdga2,Elavl3,0.008174722,Co-expression,Thorrez-Schuit-2008
