Gene 1,Gene 2,Weight,Network group,Network
Dpp10,Ptprt,0.011113009,Co-expression,Lattin-Sweet-2008
Kcnip4,Ptprt,0.009285266,Co-expression,Lattin-Sweet-2008
Cntn4,Pex5l,0.02293127,Co-expression,Lattin-Sweet-2008
Kcnh7,Fezf2,0.016939506,Co-expression,Lattin-Sweet-2008
Ldb2,Dpp10,0.012647617,Co-expression,Lattin-Sweet-2008
Ldb2,Fezf2,0.016832532,Co-expression,Lattin-Sweet-2008
Cadps2,Astn2,0.011249455,Co-expression,Lattin-Sweet-2008
Grm8,Ptprt,0.018344635,Co-expression,Lattin-Sweet-2008
Grm8,Dpp10,0.013271911,Co-expression,Lattin-Sweet-2008
Grm8,Ldb2,0.023828054,Co-expression,Lattin-Sweet-2008
Hcn1,Ptprt,0.013613547,Co-expression,Lattin-Sweet-2008
Hcn1,Dpp10,0.008893543,Co-expression,Lattin-Sweet-2008
Hcn1,Kcnip4,0.007101019,Co-expression,Lattin-Sweet-2008
Hcn1,Ldb2,0.016265906,Co-expression,Lattin-Sweet-2008
Hcn1,Grm8,0.015455241,Co-expression,Lattin-Sweet-2008
Ssbp3,Ldb2,0.027413096,Co-expression,Lattin-Sweet-2008
Ssbp3,Hcn1,0.015628569,Co-expression,Lattin-Sweet-2008
Nlgn1,Lrrtm4,0.020437691,Co-expression,Lattin-Sweet-2008
Nrxn2,Dpp10,0.008229471,Co-expression,Lattin-Sweet-2008
Hs3st2,Dpp10,0.012512724,Co-expression,Lattin-Sweet-2008
Hs3st2,Fezf2,0.016658422,Co-expression,Lattin-Sweet-2008
Hs3st2,Kcnh7,0.024357399,Co-expression,Lattin-Sweet-2008
Hs3st2,Ldb2,0.029861903,Co-expression,Lattin-Sweet-2008
Hs3st2,Grm8,0.022180041,Co-expression,Lattin-Sweet-2008
Hs3st2,Hcn1,0.014106779,Co-expression,Lattin-Sweet-2008
Nrxn3,Nrxn2,0.012714927,Co-expression,Lattin-Sweet-2008
Htr1f,Ptprt,0.022012047,Co-expression,Lattin-Sweet-2008
Htr1f,Dpp10,0.013008392,Co-expression,Lattin-Sweet-2008
Htr1f,Kcnip4,0.009292102,Co-expression,Lattin-Sweet-2008
Htr1f,Grm8,0.023102883,Co-expression,Lattin-Sweet-2008
Kcnn2,Ptprt,0.009290933,Co-expression,Rinn-Snyder-2004
Pou3f1,Ntng1,0.011053394,Co-expression,Rinn-Snyder-2004
Cntn4,Ntng1,0.012058185,Co-expression,Rinn-Snyder-2004
Cit,Ntng1,0.010931554,Co-expression,Rinn-Snyder-2004
Cit,Ptprt,0.024605198,Co-expression,Rinn-Snyder-2004
Kcnh7,Kcnn2,0.007200316,Co-expression,Rinn-Snyder-2004
Ldb2,Pbx3,0.0122871,Co-expression,Rinn-Snyder-2004
Cadps2,Kcnh7,0.009997641,Co-expression,Rinn-Snyder-2004
Grm8,Ptprt,0.015796676,Co-expression,Rinn-Snyder-2004
