Gene 1,Gene 2,Weight,Network group,Network
TIPARP,NR4A3,0.02272479,Co-expression,Wang-Maris-2006
EGR1,TIPARP,0.020278575,Co-expression,Wang-Maris-2006
EGR3,NR4A3,0.018667333,Co-expression,Wang-Maris-2006
EGR3,TIPARP,0.018392256,Co-expression,Wang-Maris-2006
EGR3,EGR1,0.017783917,Co-expression,Wang-Maris-2006
BTG2,TIPARP,0.020141453,Co-expression,Wang-Maris-2006
BTG2,EGR1,0.02128603,Co-expression,Wang-Maris-2006
BTG2,EGR3,0.016930727,Co-expression,Wang-Maris-2006
NR4A2,NR4A3,0.023011306,Co-expression,Wang-Maris-2006
NR4A2,TIPARP,0.022895053,Co-expression,Wang-Maris-2006
NR4A2,EGR3,0.019556101,Co-expression,Wang-Maris-2006
NR4A2,BTG2,0.020057647,Co-expression,Wang-Maris-2006
JUNB,NR4A3,0.017840393,Co-expression,Wang-Maris-2006
JUNB,TIPARP,0.021103477,Co-expression,Wang-Maris-2006
JUNB,EGR1,0.021935636,Co-expression,Wang-Maris-2006
JUNB,EGR3,0.016099628,Co-expression,Wang-Maris-2006
JUNB,BTG2,0.021198172,Co-expression,Wang-Maris-2006
JUNB,NR4A2,0.018347593,Co-expression,Wang-Maris-2006
FOS,TIPARP,0.019774048,Co-expression,Wang-Maris-2006
FOS,EGR1,0.023862643,Co-expression,Wang-Maris-2006
FOS,EGR3,0.017004365,Co-expression,Wang-Maris-2006
FOS,BTG2,0.025508292,Co-expression,Wang-Maris-2006
FOS,NR4A2,0.019981474,Co-expression,Wang-Maris-2006
FOS,JUNB,0.025195535,Co-expression,Wang-Maris-2006
NR4A1,NR4A3,0.029716514,Co-expression,Wang-Maris-2006
NR4A1,TIPARP,0.02233138,Co-expression,Wang-Maris-2006
NR4A1,EGR1,0.02473473,Co-expression,Wang-Maris-2006
NR4A1,EGR3,0.020195987,Co-expression,Wang-Maris-2006
NR4A1,BTG2,0.02322806,Co-expression,Wang-Maris-2006
NR4A1,NR4A2,0.0239395,Co-expression,Wang-Maris-2006
NR4A1,JUNB,0.021740729,Co-expression,Wang-Maris-2006
NR4A1,FOS,0.024524998,Co-expression,Wang-Maris-2006
FOSB,NR4A3,0.02066185,Co-expression,Wang-Maris-2006
FOSB,TIPARP,0.023539634,Co-expression,Wang-Maris-2006
FOSB,EGR1,0.019853622,Co-expression,Wang-Maris-2006
FOSB,EGR3,0.017478794,Co-expression,Wang-Maris-2006
FOSB,BTG2,0.02274567,Co-expression,Wang-Maris-2006
FOSB,NR4A2,0.02263678,Co-expression,Wang-Maris-2006
FOSB,JUNB,0.020723768,Co-expression,Wang-Maris-2006
FOSB,FOS,0.023595974,Co-expression,Wang-Maris-2006
FOSB,NR4A1,0.023563622,Co-expression,Wang-Maris-2006
ZFP36,TIPARP,0.01785288,Co-expression,Wang-Maris-2006
ZFP36,EGR1,0.019479033,Co-expression,Wang-Maris-2006
ZFP36,EGR3,0.01515247,Co-expression,Wang-Maris-2006
ZFP36,BTG2,0.020431586,Co-expression,Wang-Maris-2006
ZFP36,NR4A2,0.017843598,Co-expression,Wang-Maris-2006
ZFP36,JUNB,0.020609675,Co-expression,Wang-Maris-2006
ZFP36,FOS,0.023281507,Co-expression,Wang-Maris-2006
ZFP36,NR4A1,0.019329738,Co-expression,Wang-Maris-2006
ZFP36,FOSB,0.019641843,Co-expression,Wang-Maris-2006
DUSP1,NR4A3,0.017111646,Co-expression,Wang-Maris-2006
DUSP1,TIPARP,0.01786789,Co-expression,Wang-Maris-2006
DUSP1,EGR3,0.014724517,Co-expression,Wang-Maris-2006
DUSP1,BTG2,0.021771237,Co-expression,Wang-Maris-2006
DUSP1,NR4A2,0.019522954,Co-expression,Wang-Maris-2006
DUSP1,JUNB,0.020362949,Co-expression,Wang-Maris-2006
DUSP1,FOS,0.024324134,Co-expression,Wang-Maris-2006
DUSP1,NR4A1,0.021574765,Co-expression,Wang-Maris-2006
DUSP1,FOSB,0.020394158,Co-expression,Wang-Maris-2006
DUSP1,ZFP36,0.020034393,Co-expression,Wang-Maris-2006
ATF3,NR4A3,0.020865776,Co-expression,Wang-Maris-2006
ATF3,TIPARP,0.02232017,Co-expression,Wang-Maris-2006
ATF3,EGR3,0.017127149,Co-expression,Wang-Maris-2006
ATF3,BTG2,0.02135968,Co-expression,Wang-Maris-2006
ATF3,NR4A2,0.02316518,Co-expression,Wang-Maris-2006
ATF3,JUNB,0.01944776,Co-expression,Wang-Maris-2006
ATF3,FOS,0.021282036,Co-expression,Wang-Maris-2006
ATF3,NR4A1,0.02300555,Co-expression,Wang-Maris-2006
ATF3,FOSB,0.022147935,Co-expression,Wang-Maris-2006
ATF3,ZFP36,0.018921489,Co-expression,Wang-Maris-2006
ATF3,DUSP1,0.022002343,Co-expression,Wang-Maris-2006
EGR2,TIPARP,0.012411334,Co-expression,Wang-Maris-2006
EGR2,EGR3,0.014998208,Co-expression,Wang-Maris-2006
EGR2,BTG2,0.014421179,Co-expression,Wang-Maris-2006
EGR2,NR4A2,0.014656002,Co-expression,Wang-Maris-2006
EGR2,JUNB,0.014322324,Co-expression,Wang-Maris-2006
EGR2,FOS,0.01632267,Co-expression,Wang-Maris-2006
EGR2,NR4A1,0.014342554,Co-expression,Wang-Maris-2006
EGR2,FOSB,0.014773261,Co-expression,Wang-Maris-2006
EGR2,ZFP36,0.014178996,Co-expression,Wang-Maris-2006
EGR2,DUSP1,0.013711056,Co-expression,Wang-Maris-2006
EGR2,ATF3,0.014090266,Co-expression,Wang-Maris-2006
IER2,EGR1,0.020552916,Co-expression,Wang-Maris-2006
IER2,BTG2,0.01676218,Co-expression,Wang-Maris-2006
IER2,JUNB,0.018335812,Co-expression,Wang-Maris-2006
IER2,FOS,0.020416854,Co-expression,Wang-Maris-2006
IER2,FOSB,0.015103174,Co-expression,Wang-Maris-2006
IER2,ZFP36,0.01651604,Co-expression,Wang-Maris-2006
IER2,DUSP1,0.015352556,Co-expression,Wang-Maris-2006
IER2,EGR2,0.01355455,Co-expression,Wang-Maris-2006
CYR61,NR4A3,0.014056983,Co-expression,Wang-Maris-2006
CYR61,TIPARP,0.012404272,Co-expression,Wang-Maris-2006
CYR61,EGR1,0.013314622,Co-expression,Wang-Maris-2006
CYR61,EGR3,0.013149207,Co-expression,Wang-Maris-2006
CYR61,BTG2,0.014440086,Co-expression,Wang-Maris-2006
CYR61,NR4A2,0.014512441,Co-expression,Wang-Maris-2006
CYR61,JUNB,0.014592468,Co-expression,Wang-Maris-2006
CYR61,FOS,0.016459338,Co-expression,Wang-Maris-2006
CYR61,NR4A1,0.015844012,Co-expression,Wang-Maris-2006
CYR61,FOSB,0.01488344,Co-expression,Wang-Maris-2006
CYR61,ZFP36,0.014586959,Co-expression,Wang-Maris-2006
CYR61,DUSP1,0.014796813,Co-expression,Wang-Maris-2006
CYR61,ATF3,0.014796322,Co-expression,Wang-Maris-2006
CYR61,EGR2,0.013046728,Co-expression,Wang-Maris-2006
MAFF,EGR3,0.01739623,Co-expression,Wang-Maris-2006
MAFF,NR4A2,0.021034973,Co-expression,Wang-Maris-2006
MAFF,FOSB,0.018364534,Co-expression,Wang-Maris-2006
MAFF,ATF3,0.02638431,Co-expression,Wang-Maris-2006
MAFF,EGR2,0.013906262,Co-expression,Wang-Maris-2006
