Gene 1,Gene 2,Weight,Network group,Network
NXPH1,FAM19A1,0.014175899,Co-expression,Mallon-McKay-2013
GRIK1,NXPH1,0.012912546,Co-expression,Mallon-McKay-2013
ZNF536,FAM19A1,0.010050553,Co-expression,Mallon-McKay-2013
ZNF536,NXPH1,0.004863374,Co-expression,Mallon-McKay-2013
ZNF536,ADARB2,0.006617995,Co-expression,Mallon-McKay-2013
ZNF536,SLC6A1,0.009507179,Co-expression,Mallon-McKay-2013
NRXN3,ERC2,0.018293086,Co-expression,Mallon-McKay-2013
KCNC1,NXPH1,0.013503516,Co-expression,Mallon-McKay-2013
KCNC1,ZNF536,0.009590181,Co-expression,Mallon-McKay-2013
GRIP1,ATP2B1,0.009170138,Co-expression,Mallon-McKay-2013
GRIA2,ZNF536,0.009309306,Co-expression,Mallon-McKay-2013
KCNC2,FAM19A1,0.010522012,Co-expression,Mallon-McKay-2013
KCNC2,NXPH1,0.005148488,Co-expression,Mallon-McKay-2013
KCNC2,GRIK1,0.009593576,Co-expression,Mallon-McKay-2013
KCNC2,SLC6A1,0.009976512,Co-expression,Mallon-McKay-2013
KCNC2,ZNF536,0.003583269,Co-expression,Mallon-McKay-2013
KCNC2,KCNC1,0.010071845,Co-expression,Mallon-McKay-2013
KCNC2,GRIA2,0.009810853,Co-expression,Mallon-McKay-2013
CACNG2,KCNC2,0.006866471,Co-expression,Mallon-McKay-2013
GRIA1,KCNC2,0.008172182,Co-expression,Mallon-McKay-2013
GRIA1,GRIA3,0.026301395,Co-expression,Mallon-McKay-2013
APLP1,NXPH1,0.004874061,Co-expression,Mallon-McKay-2013
APLP1,ADARB2,0.007403201,Co-expression,Mallon-McKay-2013
APLP1,GRIK1,0.009405078,Co-expression,Mallon-McKay-2013
APLP1,ZNF536,0.003398911,Co-expression,Mallon-McKay-2013
APLP1,ERC2,0.006942631,Co-expression,Mallon-McKay-2013
APLP1,KCNC2,0.003598471,Co-expression,Mallon-McKay-2013
APLP1,GRIA3,0.009953076,Co-expression,Mallon-McKay-2013
APLP1,CACNG2,0.007257288,Co-expression,Mallon-McKay-2013
APLP1,GRIA1,0.008166121,Co-expression,Mallon-McKay-2013
GRIK2,CACNG2,0.020701367,Co-expression,Mallon-McKay-2013
GRIK2,APLP1,0.008405197,Co-expression,Mallon-McKay-2013
GAD1,GAD2,0.01907192,Co-expression,Rieger-Chu-2004
GRIK1,NPAS3,0.015446724,Co-expression,Rieger-Chu-2004
KCNC1,SLC6A1,0.021888217,Co-expression,Rieger-Chu-2004
GRIA2,SLC6A1,0.025529208,Co-expression,Rieger-Chu-2004
GRIA2,ZNF536,0.014473897,Co-expression,Rieger-Chu-2004
APLP1,NLGN1,0.019919327,Co-expression,Rieger-Chu-2004
NR2F2,VLDLR,0.015505945,Co-expression,Rieger-Chu-2004
UNC5D,FAM19A1,0.006409891,Co-expression,Innocenti-Brown-2011
GAD2,FAM19A1,0.008215764,Co-expression,Innocenti-Brown-2011
GAD2,UNC5D,0.016318284,Co-expression,Innocenti-Brown-2011
ZNF536,FAM19A1,0.004982192,Co-expression,Innocenti-Brown-2011
GRIA4,FAM19A1,0.00550273,Co-expression,Innocenti-Brown-2011
ERC2,FAM19A1,0.007210154,Co-expression,Innocenti-Brown-2011
ERC2,UNC5D,0.015381495,Co-expression,Innocenti-Brown-2011
DAB1,ELAVL2,0.00302677,Co-expression,Innocenti-Brown-2011
GRIA2,ERC2,0.02269793,Co-expression,Innocenti-Brown-2011
SOX18,NPAS3,0.011541628,Co-expression,Innocenti-Brown-2011
KCNV2,DAB1,0.002535719,Co-expression,Innocenti-Brown-2011
TRIP6,RHOC,0.016736157,Co-expression,Innocenti-Brown-2011
GRIA4,ADARB2,0.03161919,Co-expression,Smirnov-Cheung-2009
GRIP1,SLC6A1,0.024677532,Co-expression,Smirnov-Cheung-2009
MEF2C,CELF2,0.015921762,Co-expression,Smirnov-Cheung-2009
NLGN1,GRIA4,0.029977722,Co-expression,Smirnov-Cheung-2009
GRIK2,DAB1,0.015968272,Co-expression,Smirnov-Cheung-2009
GRIK1,FAM19A1,0.02180864,Co-expression,Roth-Zlotnik-2006
ERC2,FAM19A1,0.008002438,Co-expression,Roth-Zlotnik-2006
ERC2,UNC5D,0.006816689,Co-expression,Roth-Zlotnik-2006
CELF2,ERC2,0.007518571,Co-expression,Roth-Zlotnik-2006
CELF2,ATP2B1,0.010541785,Co-expression,Roth-Zlotnik-2006
ERBB4,SLC6A1,0.009620776,Co-expression,Roth-Zlotnik-2006
KCNC1,NRXN3,0.005327619,Co-expression,Roth-Zlotnik-2006
DAB1,KCNC1,0.010612275,Co-expression,Roth-Zlotnik-2006
GRIA3,GRIA2,0.026316354,Co-expression,Roth-Zlotnik-2006
CACNG2,KCNC1,0.004787301,Co-expression,Roth-Zlotnik-2006
GRIA1,DAB1,0.01805967,Co-expression,Roth-Zlotnik-2006
APLP1,ADARB2,0.005044168,Co-expression,Roth-Zlotnik-2006
APLP1,NPAS3,0.005412314,Co-expression,Roth-Zlotnik-2006
SLC6A1,GAD1,0.007711989,Co-expression,Wang-Maris-2006
BCL11A,GAD1,0.01072666,Co-expression,Wang-Maris-2006
ERBB4,ZNF536,0.019200586,Co-expression,Wang-Maris-2006
MEF2C,GAD1,0.008592146,Co-expression,Wang-Maris-2006
MEF2C,BCL11A,0.010257854,Co-expression,Wang-Maris-2006
GRIA3,GAD1,0.009603413,Co-expression,Wang-Maris-2006
GRIA3,SLC6A1,0.012029701,Co-expression,Wang-Maris-2006
GRIA3,MEF2C,0.010718325,Co-expression,Wang-Maris-2006
GRIA1,ERC2,0.010341431,Co-expression,Wang-Maris-2006
NR2F2,MAF,0.008567249,Co-expression,Wang-Maris-2006
ZNF536,GAD1,0.00971403,Co-expression,Burington-Shaughnessy-2008
NRXN3,GAD1,0.007593626,Co-expression,Burington-Shaughnessy-2008
BCL11A,ZBTB20,0.011523536,Co-expression,Burington-Shaughnessy-2008
ERBB4,GAD1,0.009292791,Co-expression,Burington-Shaughnessy-2008
GRIA2,GAD1,0.006088493,Co-expression,Burington-Shaughnessy-2008
LRRFIP1,CELF2,0.021791054,Co-expression,Burington-Shaughnessy-2008
KCNV2,NRXN3,0.01948388,Co-expression,Burington-Shaughnessy-2008
NR2F2,MEF2C,0.018183561,Co-expression,Burington-Shaughnessy-2008
SLC6A1,GRIK1,0.017700741,Co-expression,Perou-Botstein-2000
ERC2,ZNF536,0.008931151,Co-expression,Perou-Botstein-2000
MEF2C,MAF,0.008385404,Co-expression,Perou-Botstein-2000
CELF2,ATP2B1,0.013443903,Co-expression,Bild-Nevins-2006 B
MEF2C,ATP2B1,0.017008012,Co-expression,Bild-Nevins-2006 B
MEF2C,CELF2,0.009843856,Co-expression,Bild-Nevins-2006 B
LDLR,KCNC1,0.025376296,Co-expression,Bild-Nevins-2006 B
KCNV2,ZNF536,0.009807994,Co-expression,Bild-Nevins-2006 B
CELF2,ZBTB20,0.012386869,Co-expression,Bahr-Bowler-2013
