official gene symbol,scores
CD74,15.837489
CD79A,15.566404
MS4A1,14.471365
HLA-DRA,14.128394
CD79B,13.17485
HLA-DQA1,12.708745
HLA-DPB1,12.522061
HLA-DQB1,11.852298
CD37,11.807766
HLA-DRB1,11.7189865
HLA-DPA1,11.119161
RPS8,10.465362
RPS5,10.458234
LTB,10.380668
HLA-DRB5,9.194565
RPL5,9.102993
RPL7A,9.033576
EEF1B2,8.853918
HLA-DQA2,8.776668
BANK1,8.735314
RPSA,8.492501
RPS11,8.441975
PTPRCAP,8.22884
RPL18A,8.18452
EEF2,8.106624
LINC00926,8.031753
RPS23,7.7897267
HLA-DMA,7.7144794
RPL13A,7.5311284
RPS18,7.5301247
NPM1,7.5242467
RPS21,7.4225264
RPLP0,7.4058456
VPREB3,7.2808533
RPS15A,7.280362
RPL15,7.1982427
RPL10A,7.1192474
RPL29,7.033376
RPS7,6.9630003
PLAC8,6.8973503
SNX2,6.779217
CD53,6.7414927
RPL18,6.734517
GNB2L1,6.692983
RPS2,6.6678276
SPIB,6.436863
RPL8,6.2891006
HMGN1,6.2552166
RPL12,6.2050014
PDLIM1,6.2014647
RPL37,6.159892
ISG20,6.1251245
HNRNPA2B1,6.0855
HVCN1,6.0669217
SMARCB1,6.0406804
EEF1A1,6.0185895
RPL9,5.970935
SNHG7,5.877342
RPS3A,5.8743153
RPL37A,5.868021
CLIC1,5.8296638
RPL27,5.828598
RPS20,5.822928
HLA-DMB,5.8131714
RPS13,5.8098073
POU2F2,5.763778
RPL23A,5.7292666
CD40,5.714172
PKIG,5.699867
GNG7,5.6749887
FCRLA,5.668877
BLK,5.659613
CYB561A3,5.6575284
RPSAP58,5.516559
TSPAN13,5.4726453
LY86,5.4514046
EAF2,5.4114594
RPL4,5.402959
FAIM3,5.398543
RPS27,5.3964787
RPS10,5.3888903
EIF4A2,5.373034
PABPC1,5.3534384
IRF8,5.2763963
RPS27A,5.259236
HLA-DOB,5.247344
FAU,5.241515
QRSL1,5.238576
CCDC50,5.2253933
HSP90AB1,5.1839848
SWAP70,5.1178074
RPL35,5.1075478
CXXC5,5.048186
ZFAND6,5.02852
RPL22L1,5.021661
MBD4,4.9852085
POLD4,4.9703426
RPL17,4.929445
RPL19,4.9281244
RPL3,4.92745
UQCRH,4.9251413
SLC25A6,4.904159
RPS6,4.893001
RPLP1,4.8669906
UCP2,4.8605022
BLNK,4.8243876
LIMD2,4.809255
RPS29,4.800536
LSM7,4.790929
PPIA,4.7694936
CCNI,4.76524
ITM2C,4.736277
POU2AF1,4.6982126
CD52,4.6694846
TSPAN3,4.6666427
RPS16,4.658357
CD82,4.6281366
RPLP2,4.6132555
PNOC,4.611473
ARPC3,4.60481
FCRL2,4.6023674
SNX3,4.589242
CD22,4.5744987
PNISR,4.5727053
SERBP1,4.556966
KIAA0125,4.517786
SP100,4.509818
TPD52,4.481031
TLR10,4.4646945
RNASEH2B,4.449245
EVI2B,4.3985415
RPL31,4.3886275
GPR183,4.353482
ARHGAP24,4.3511863
P2RX5,4.350541
NCF1,4.3416123
CYCS,4.3401546
TNFRSF13B,4.328324
SMIM14,4.2943964
MDH1,4.2722306
IGJ,4.2507005
UBB,4.2379723
TCF4,4.1995025
GDI2,4.187138
RPL10,4.1610775
ERP29,4.149233
NBEAL1,4.0951896
RPS15,4.094618
CD19,4.056287
RNPS1,4.05172
PPP1R14A,4.044053
SMC4,4.03497
TAPBP,4.0179143
PLD4,4.0105
EIF5,4.008996
IGLL5,4.005657
C1QBP,3.989986
HINT1,3.9717221
RP5-887A10.1,3.964661
LAPTM5,3.9429352
SYPL1,3.9322867
CD72,3.9304998
UBE2J1,3.9249954
HERPUD1,3.9018574
RNASET2,3.860627
FCGR2B,3.8552568
LSM2,3.852391
CD69,3.837743
MZB1,3.836163
CMPK1,3.8303082
IFT57,3.8065164
TMEM243,3.8045256
NT5C,3.7955818
RCSD1,3.7900352
RPS25,3.780399
CD1C,3.7715318
RPS4X,3.7627115
RABEP2,3.760194
PLEKHF2,3.7585459
SYNGR2,3.75511
ACP5,3.7424345
GAPT,3.719964
FAM129C,3.710843
TCL1A,3.702993
RPL23,3.6987135
MYL6B,3.689244
FAM107B,3.6887698
PRMT1,3.6797607
CALM2,3.6363192
RPS28,3.635277
PTMA,3.6277344
PTPN6,3.625898
ENSA,3.6042416
MRPL40,3.584374
HNRNPA1,3.5837414
ECH1,3.5815878
KIAA0226L,3.577185
TCEA1,3.576318
LAT2,3.5716932
RALGPS2,3.5515072
CAPZA1,3.551384
RPL13,3.5502315
KIAA0040,3.5458488
CAPG,3.5375223
ATP6V1G1,3.5364761
UQCRC2,3.5330734
MARCH1,3.5318937
SP110,3.5317106
FAM60A,3.5303166
DRAM2,3.5182607
UBE2I,3.516314
FDPS,3.5139108
GTF3A,3.4923818
SEPT7,3.4598467
CD180,3.4559095
ANP32B,3.4542592
HLA-DQB2,3.442065
KLF6,3.4327755
NACA,3.4281206
ITSN2,3.409712
CSK,3.4001665
FBL,3.3909023
CD81,3.3831623
VOPP1,3.3792286
LSP1,3.373302
TAGLN2,3.3716335
ADAM28,3.370129
PLP2,3.3684585
GLTSCR2,3.363085
SNX29P2,3.3623435
PRKCB,3.355078
RPL11,3.3455918
ELOVL5,3.3442326
HLA-E,3.3287048
RAN,3.3224275
COBLL1,3.3223839
