official gene symbol,scores
HLA-DRA,43.05899
CD74,20.667427
HLA-DPB1,8.83691
MS4A1,5.09666
HLA-DPA1,4.7793145
HLA-DQB1,4.568066
HLA-DRB1,4.501176
CD79B,4.498552
RPL12,4.486418
CD79A,4.285722
TCL1A,4.2801948
RPL13A,3.7762115
RPL10A,3.5532153
RPS23,3.55122
RPS5,3.4227
PTMA,3.3767772
RPL18A,3.3357246
LINC00926,3.2863357
RPL7A,3.1529667
HLA-DQA1,3.025535
BANK1,2.8781085
RPS18,2.8538635
RPL11,2.8275168
HVCN1,2.7280304
FAIM3,2.5874817
P2RX5,2.4882994
HLA-DMA,2.4855354
TMEM154,2.3894145
HLA-DRB5,2.3885555
PPAPDC1B,2.3029256
PLEKHF2,2.271186
KIAA0125,2.2422507
ISG20,2.2360346
BLK,2.1327193
HMGB1,2.0869997
FCER2,2.0410511
RPS8,2.0354812
RPL19,2.022041
STAG1,1.9577532
SET,1.9520717
RPL15,1.9070429
SIDT1-AS1,1.9017116
RPL18,1.8666674
POLR2J3,1.8604519
TSPAN13,1.7887008
PTGES2,1.7719771
RPL23A,1.7258927
SMCHD1,1.7117876
RPL13,1.6964405
NCF1,1.6859083
PDLIM1,1.6761905
RPS27A,1.6518424
TPD52,1.6074879
RPS19,1.5969843
PPP1R14A,1.5720556
PRKRA,1.5697615
IGLL5,1.5667014
ATG4D,1.5663135
RALGPS2,1.5609581
ADAM28,1.549005
WHSC1L1,1.5373507
DDX27,1.5311403
SNRPC,1.5261395
MRS2,1.5250955
PHKB,1.5220147
RRAS2,1.5173978
SLC38A2,1.5135117
RPL3,1.5035849
CD37,1.4894946
CXCR4,1.482958
MTA1,1.4804366
BLOC1S2,1.4627347
NECAP1,1.4465666
KIAA0907,1.4392947
LTB,1.4298817
FCRLA,1.4260983
MTMR14,1.4238962
PKIG,1.4235351
SNX2,1.4188075
HLA-DOB,1.4186835
SUMF2,1.4168931
RPS2,1.4013257
ZNF718,1.3914056
LAPTM5,1.3893566
SHMT2,1.3849887
CHD1,1.3826807
WDR77,1.3762908
SERINC1,1.3705752
CNOT4,1.3688002
HIP1R,1.3678257
IL6,1.3662413
KCNG1,1.3519868
IRF8,1.348953
PCDH9,1.3447827
RP11-1094M14.11,1.3438618
NSUN3,1.3402073
FLI1,1.3343228
GAPT,1.3341067
PAX5,1.3304608
HSDL1,1.3289648
LRRK2,1.3259935
PARP1,1.3234768
TNFRSF13C,1.3199996
ACBD6,1.3197907
RP5-821D11.7,1.3159062
KLC2,1.3144615
C7orf60,1.3049749
PHRF1,1.3033191
GBE1,1.3031898
RP5-887A10.1,1.2993413
AL592183.1,1.287124
MECR,1.2838142
TRMT61A,1.2814871
CDKAL1,1.2774721
TSTD1,1.277451
MOSPD1,1.2742411
SPIN1,1.2736354
DIMT1,1.2724882
CERS4,1.272383
BCL7A,1.2706563
QRSL1,1.2610432
RP11-861A13.4,1.2595309
BICD2,1.2577325
BACH2,1.2555912
TMLHE,1.2526512
NBPF10,1.2507169
G6PC3,1.2485939
TLE1,1.2467669
DUSP18,1.2436666
GOLGB1,1.2404128
SEC23IP,1.2381696
CENPH,1.2341063
PTPLB,1.2246623
ZNF431,1.2239032
FBXO11,1.2220263
SENP7,1.2215722
OXR1,1.218112
MRPL44,1.2143159
PRRC2C,1.2124413
KTN1,1.2118151
FTX,1.2113998
KRT10,1.2106427
LATS1,1.2101948
TMX4,1.2087884
TPRA1,1.2082763
LINC00909,1.2076973
RPP14,1.2012832
SIDT1,1.1993992
MARCH1,1.1967796
HLA-DMB,1.1958983
MALAT1,1.1954176
CD1C,1.1932033
POU2AF1,1.1900976
THOC5,1.189138
SKP2,1.188436
PCK2,1.1858999
GALNT1,1.1856647
TCF4,1.1836584
KDM4B,1.1827065
RUVBL1,1.1808058
INTS8,1.1794813
TAB2,1.1711816
PLEKHA2,1.161779
TRIM21,1.1608355
FAM63B,1.15783
SNX22,1.1556035
B3GAT3,1.153508
B3GALT4,1.1477841
ZNF143,1.1467047
ZNF720,1.1453313
XPA,1.144522
RP11-727F15.9,1.1442767
GRAP,1.1422696
SEC24B,1.1421049
SMARCD1,1.1353896
BBX,1.1321021
SYPL1,1.1287558
ZNF622,1.126926
SLC44A2,1.1240314
VPREB3,1.1222461
TSN,1.1202235
LSM7,1.120216
RPL26,1.1200435
FUCA1,1.118274
CD19,1.117526
CHERP,1.1160451
VRK2,1.115177
ATM,1.1148573
MBD4,1.1127759
KIAA0141,1.1097139
KRCC1,1.1076329
CAMTA1,1.1069589
FGD3,1.1033566
RRP8,1.0994518
RTFDC1,1.099076
SEL1L3,1.0990729
VNN2,1.0926181
KIAA0020,1.0903618
RP11-35G9.3,1.0898955
REV1,1.0876095
USP22,1.084647
SNX29P2,1.0844245
STK4,1.0779849
MAP4K4,1.0746223
FDX1,1.0739183
SEC23A,1.0724316
C5orf45,1.0716559
FLOT2,1.069849
SNX10,1.0659089
ARHGAP17,1.060787
NIPSNAP1,1.0583946
CDK9,1.0541207
ACD,1.048195
FBXO9,1.045704
METTL18,1.0452431
UVRAG,1.0441394
POM121,1.0426514
PBRM1,1.041489
APP,1.0411338
NOLC1,1.0383923
SMYD2,1.0362508
EAF2,1.0359502
AP3B1,1.0358746
OPN3,1.0337828
PCMTD2,1.0325129
CHI3L2,1.0318718
GLTSCR2,1.0259731
RPL37A,1.0247388
MALT1,1.020679
NKIRAS2,1.0203748
IDH3A,1.0188435
SIKE1,1.0122036
IREB2,1.0094689
PHACTR1,1.0089692
CTCF,1.0087814
FCRL1,1.0087082
NUP88,1.0073363
OGDH,1.0056533
UBXN4,1.0053633
DLGAP4,1.0041372
CD72,0.9987923
SP3,0.99792165
CREBL2,0.9942594
LYN,0.9926767
CCDC62,0.9918201
BEND2,0.99145544
AC068580.6,0.9908296
ZNF433,0.99057883
RP11-977G19.12,0.9904609
TMPRSS11E,0.98971224
NUDT12,0.9889311
RP11-159H10.3,0.9887215
SUOX,0.988625
RP11-420A6.2,0.9885101
ZNF580,0.98557776
SCIN,0.98543537
RP11-324I22.4,0.9853559
CCDC91,0.9849374
TACR2,0.98457366
RP11-932O9.7,0.983931
GRAMD1C,0.9838454
NEDD4,0.9836455
C1orf186,0.9830173
FBXO10,0.982656
RPA4,0.9822401
RP11-502I4.3,0.9818915
RP11-423O2.5,0.9812614
KDM4A-AS1,0.9809357
CLIP2,0.9809041
FCGBP,0.98049194
SLC4A8,0.9803028
RP11-408A13.4,0.980122
ZNF594,0.9797825
DNAJC27,0.97940284
CTD-2012K14.7,0.97805643
MESDC1,0.97758824
ARHGAP11A,0.9767768
HLCS,0.9753663
SMIM14,0.9750682
CRIP3,0.9747171
LINC00494,0.97456455
ARHGAP6,0.9734633
PLEKHA3,0.9733558
UNC5CL,0.97306764
EMB,0.97304034
RP11-219B17.1,0.9719532
RP11-390B4.5,0.97075135
PRICKLE1,0.97068053
LRRC69,0.9700883
ARL17A,0.97004837
RP11-950C14.3,0.9688223
