official gene symbol,scores
NKG7,100.37152
GZMB,51.828938
GNLY,45.225285
PRF1,39.192356
CTSW,38.721256
B2M,36.28581
CST7,35.08734
GZMA,32.801895
HLA-C,30.60988
FGFBP2,28.089367
FCGR3A,22.92792
HLA-A,21.132162
CD247,20.666843
HLA-B,20.052603
SPON2,18.658474
GZMM,18.104465
CD7,17.343615
PLAC8,16.294983
SRGN,16.06398
UBB,16.027653
TYROBP,15.758209
PFN1,15.225975
CCL4,15.069927
FCER1G,14.834873
ITGB2,14.320209
MYL12A,14.253385
CFL1,14.148792
APMAP,12.937558
PTPRCAP,12.88187
RARRES3,12.830302
CLIC3,12.660801
GZMH,12.657204
ID2,12.534314
HOPX,12.428552
KLRD1,11.914404
CD63,11.715009
CCL5,11.662854
IGFBP7,11.466448
XCL2,11.444286
CTSC,11.36525
IFITM2,11.178498
CD99,11.177629
HCST,11.157994
HLA-E,11.014548
MALAT1,10.787294
CLIC1,10.653059
TPST2,10.506309
CYBA,10.47875
AKR1C3,10.195725
RAP1B,10.100052
TTC38,10.07238
RHOC,9.515903
CD53,9.495925
IL2RB,9.493524
PRSS23,9.460297
RAC2,9.306687
CALM1,9.216113
IFITM1,9.157984
BST2,9.088663
ARPC2,9.069182
SH3BGRL3,9.009857
MATK,8.732404
S1PR5,8.7293
ARPC5L,8.721672
APOBEC3G,8.7068205
C12orf75,8.702139
ALOX5AP,8.63732
EFHD2,8.549757
PDIA3,8.428318
ACTB,8.4043045
MYL6,8.326186
LITAF,7.977939
XCL1,7.9633737
PPP1R18,7.960251
GPR56,7.9264865
PSMB10,7.905738
PLEK,7.8134294
TXNIP,7.773179
SERF2,7.7371316
MYO1F,7.7012343
SAMD3,7.5875764
HAVCR2,7.526661
PSME2,7.515564
PLEKHF1,7.5142527
XBP1,7.4919605
C1orf21,7.453228
SH2D1B,7.4114685
NCR3,7.399817
DHRS7,7.325001
ZAP70,7.265688
CD300A,7.225218
CCL3,7.1539583
CHST12,7.1486845
UCP2,7.093062
AOAH,7.0699515
KLRF1,7.013544
BIN2,6.999074
ABI3,6.981528
SEPT7,6.979275
ARL4C,6.944666
C5orf56,6.9201393
CTSD,6.866764
UBE2F,6.833699
PTGDR,6.7193184
TBX21,6.6339192
CX3CR1,6.468164
ANXA1,6.4455576
ANXA6,6.4158525
CCND3,6.245155
PSMB8,6.2405095
FCRL6,6.235949
DBI,6.1729035
NDUFB2,6.1727924
ASCL2,6.067179
CALR,5.9005985
C9orf142,5.893847
GLIPR2,5.8717375
PPP1CA,5.8715596
BSG,5.8653417
DRAP1,5.810312
PSME1,5.807589
CD160,5.7642384
IL2RG,5.724059
FASLG,5.721545
H3F3B,5.6979365
ABHD17A,5.666753
RAMP1,5.649115
SDF4,5.644998
LAMP1,5.622606
UBC,5.590296
PPIA,5.5735025
PRMT2,5.5011005
FBXO6,5.428227
CD164,5.4236617
ITGB7,5.4199543
CHST2,5.4137406
AES,5.3911963
HSPA5,5.345121
SUN2,5.3261356
BZW1,5.3085546
S100B,5.3065157
SELT,5.2397375
PYHIN1,5.2258663
CAP1,5.2234826
EVL,5.1910295
ACTG1,5.1647053
KLRB1,5.1587543
CMC1,5.139757
IFNG,5.125773
GNG2,5.1115527
PRDX5,5.073201
KIR3DL2,5.043177
S100A4,4.979471
CD38,4.96529
LPCAT1,4.9636397
TMED9,4.9369764
HNRNPA3,4.9105945
MYL12B,4.88739
SH2D2A,4.876865
HSH2D,4.864378
KLRC1,4.8039594
SYTL1,4.797165
POLR2G,4.7955914
FLNA,4.7942905
SERPINB1,4.7566495
TXK,4.7484207
CD244,4.743253
PTGER2,4.7175426
EMP3,4.6876316
MIB2,4.6477995
ARL6IP1,4.6337895
TMEM50A,4.629866
GCHFR,4.6142397
JAK1,4.6082926
SLAMF7,4.6079855
HNRNPA2B1,4.6067085
MT-CO1,4.606451
PRKCH,4.6064196
SLC9A3R1,4.598126
BTN3A2,4.5757327
RUNX3,4.571314
HSP90B1,4.5455055
FAM49B,4.542979
CYB5B,4.5176625
EIF3G,4.516872
RGS3,4.494603
ARPC4,4.486885
ATP6AP2,4.484883
ENSA,4.4650254
STOM,4.453245
SYNGR1,4.443835
TAP1,4.428154
LAT2,4.4228625
MRPS6,4.4154725
CCDC28B,4.414734
PSMB9,4.406989
CAPZB,4.402511
SKAP1,4.40159
ANXA4,4.385013
TES,4.3736672
SCP2,4.368774
CISD3,4.3583927
GSTP1,4.3477263
TBC1D10C,4.303072
DSTN,4.2931056
HDDC2,4.288124
FKBP11,4.2790227
YWHAQ,4.2772045
FDPS,4.25384
FLOT1,4.2417927
IRF1,4.22435
GNPTAB,4.2228265
PPIB,4.215545
PLA2G16,4.2145233
ARHGEF3,4.1941195
TRAPPC1,4.187808
CXXC5,4.186247
PTPN7,4.1725974
BPGM,4.1693373
WDR1,4.1682415
KLRG1,4.152574
GIMAP7,4.147152
ZBTB16,4.128671
CTDSP1,4.1275487
CD97,4.122105
MBP,4.1220217
TSEN54,4.102625
DDX5,4.0977902
KIR2DL3,4.09207
PTPN4,4.09125
LYAR,4.088331
MAD2L2,4.0855947
ARPC5,4.0707216
TMIGD2,4.070216
PSMC4,4.050263
TIGIT,4.046395
P4HB,4.0367613
WIPF1,4.0300198
RNF126,4.0265756
RAB7A,4.012893
SIPA1,4.0003204
LCP1,3.9947891
IL12RB1,3.9819858
GHITM,3.943272
HMOX2,3.9279687
SNAPIN,3.9237196
TSPAN32,3.9145834
RCN2,3.8799405
OSTF1,3.8780348
HBA1,3.871919
PSMD8,3.8652148
TBCB,3.8489773
YPEL1,3.8468766
RP11-81H14.2,3.845102
HMGN3,3.842248
DNAJB11,3.8318677
FGR,3.8302495
DEF6,3.8275292
SASH3,3.8167772
DDOST,3.8139899
PITPNC1,3.8118947
SH2D1A,3.8116777
RAB7L1,3.8102713
FUT11,3.809836
STK17A,3.806293
ACTR3,3.799369
PSENEN,3.7980936
TMEM59,3.7939923
C1orf122,3.7916107
HLA-F,3.788765
OPTN,3.775748
SYNE1,3.7723877
PSMA5,3.7671905
BAX,3.7584817
LGALS1,3.7535174
MIEN1,3.7521138
ADA,3.741869
SRI,3.7306561
ITGAL,3.7027845
CCDC107,3.6990776
PSMB1,3.6943622
ENO1,3.6940405
ABI1,3.690813
HENMT1,3.687014
ST6GALNAC6,3.6831005
G6PD,3.6782753
NCR1,3.6722765
CTBP2,3.6689174
CDC42SE1,3.6439252
CD2BP2,3.6359007
F2R,3.634363
RASSF5,3.6320655
TFDP2,3.613558
SDF2L1,3.610198
RALY,3.6100082
TMEM126B,3.5939558
PTGDS,3.5915751
C19orf66,3.588937
NFATC2,3.5721898
PRPF40A,3.5654795
RBM39,3.56444
SF3B4,3.5600345
RNF213,3.5589986
MIR142,3.5574942
IMP3,3.5567644
NDUFB7,3.55225
CNPY2,3.551064
MVD,3.547742
SEPW1,3.5458076
PILRB,3.5243387
LAIR1,3.5202763
RASAL3,3.509826
SIGIRR,3.4976332
SDHAF2,3.494806
MSN,3.4878616
STAT4,3.4803996
RPS6KA1,3.4798222
EBP,3.4733129
SETD3,3.4724858
SOCS2,3.470785
GTF3C1,3.4707654
SH3GLB1,3.4672194
UNC50,3.4496481
TMED1,3.44947
NOP10,3.4479575
KLF2,3.4353375
PATL2,3.4344854
HEXA,3.4313166
GOLGA7,3.4189823
PIM1,3.410052
PDGFD,3.4099615
ST3GAL4,3.4031022
DAB2,3.3978987
MAP1LC3B,3.3864622
KIR3DL1,3.385732
VDAC3,3.381271
PLEKHA1,3.3723752
RP11-25K19.1,3.3596551
CD47,3.3586257
LGALS9B,3.3527675
SEC61B,3.3393788
OSBPL5,3.3345253
RMDN3,3.331979
DDIT4,3.3317652
TMEM43,3.327561
C19orf10,3.3260128
GFOD1,3.3128195
C9orf16,3.312361
DOK2,3.3018596
LIMD2,3.300984
MLC1,3.2966704
PDAP1,3.291751
POLR3GL,3.290198
DENND2D,3.285719
MMP23B,3.2836392
MAP3K8,3.2823446
ACAA2,3.2810953
EOMES,3.2802398
RASSF1,3.2760282
TMEM71,3.2751434
PLEKHJ1,3.2743487
IQGAP2,3.2715266
MANF,3.2671494
RP11-104L21.3,3.2654886
HES6,3.2538166
PDIA6,3.2499793
DIP2A,3.2487113
ADAM8,3.2429237
TPI1,3.242255
NMUR1,3.2419317
FHL3,3.2372074
MAF1,3.2315578
DNAJB6,3.2315037
CAPN12,3.2277303
PAIP2,3.221603
LSM1,3.2177603
RAB37,3.2165108
ARHGAP9,3.2162013
TNFRSF18,3.2085028
CLEC2B,3.2000499
SPN,3.1891158
CCZ1,3.1880379
MAPK1,3.1879084
ACP1,3.1862266
PDZD11,3.184591
GPR114,3.184341
DDRGK1,3.1801324
RBM8A,3.17845
SYTL3,3.1760588
RP11-222K16.2,3.1754093
GPAA1,3.1728165
TBCC,3.1710806
CFLAR,3.170788
PTPN12,3.1650681
CATSPER1,3.1616728
ZFAND6,3.1591105
TADA3,3.1562555
VAMP7,3.1508799
MRPS12,3.1489174
ARHGDIB,3.148262
YARS,3.1482587
CRLF3,3.1469522
GFI1,3.1423433
DPM2,3.1403952
CCDC12,3.138037
SPPL2A,3.1274204
DCTN3,3.111594
SIGLEC7,3.1095643
RNF166,3.1093285
C11orf58,3.1051178
GSN,3.089515
RP4-728D4.2,3.087878
CYB561D2,3.087161
SPCS2,3.0862012
CASP8,3.080352
TSPAN2,3.0795898
CYFIP2,3.078903
STIP1,3.0761316
TCF25,3.074284
HSP90AA1,3.0713232
EMC4,3.0674467
TERF2IP,3.0650394
AATF,3.0630774
ZCCHC17,3.0608342
RALGDS,3.0567098
DERL1,3.0533872
RHOBTB3,3.0488455
PGAM1,3.0379515
TGFBR3,3.0335386
MRPS11,3.033112
RPA2,3.0210392
PRPF38A,3.0201213
CAST,3.0138738
NFATC3,3.0041974
ABHD14A,3.0040953
SUB1,3.0027683
GIMAP6,2.999764
RNF125,2.994534
SH3BP5,2.9925315
ARID5A,2.9883559
ATF6B,2.9863925
IL18RAP,2.9796476
KDELR2,2.978486
CDC42,2.97682
NDUFA6,2.9763951
TGFB1,2.9694514
UBE2L3,2.9647548
THEMIS2,2.9595222
CYTL1,2.9521792
ABCB1,2.951315
PPP2R5C,2.9510877
IFI16,2.9502776
TMX1,2.9499533
CCL4L1,2.9430869
CHMP2A,2.9397447
SRSF3,2.933995
IFNAR2,2.932961
CARHSP1,2.9314919
HOXB-AS1,2.9266205
GRHPR,2.9240286
TMEM141,2.9102793
SERTAD1,2.9072688
IDH2,2.9050992
MYO1G,2.9043987
SP100,2.9000251
PPIE,2.8950248
SLC15A4,2.8935869
MIF4GD,2.8924754
LSP1,2.8923404
BRD7,2.8911905
IRF3,2.8898706
LIM2,2.879627
NCALD,2.8790097
TPM3,2.865627
ZNF600,2.8613238
APOBR,2.8536336
TMSB4X,2.8514225
DECR1,2.8477097
FERMT3,2.8415978
BATF,2.837401
SLC35A4,2.8346968
GPATCH8,2.8321283
BANF1,2.8283534
MYH9,2.8259027
RNF5,2.8256304
ETS1,2.822636
LMO4,2.8171678
TMEM160,2.8151717
HNRNPM,2.8106003
TINF2,2.805214
ADRM1,2.7991452
AGK,2.7949815
TM2D3,2.793976
CEP78,2.7922382
BUD31,2.7911425
PRPSAP1,2.7903302
ERBB2,2.788182
CCDC88C,2.7861671
DIAPH1,2.7853413
NCAM1,2.7828221
TGFBR1,2.779586
PRSS57,2.7794414
BCL2L1,2.7781422
ADH5,2.774453
GNGT2,2.772941
TRNAU1AP,2.7712226
CETN2,2.7696688
