Gene 1,Gene 2,Weight,Network group,Network
Cpne6,Prkca,0.012119562,Co-expression,Zapala-Barlow-2005
Gria1,Mmp16,0.016152922,Co-expression,Zapala-Barlow-2005
Gria1,Cpne6,0.011546339,Co-expression,Zapala-Barlow-2005
Gria1,Epha4,0.015808737,Co-expression,Zapala-Barlow-2005
Tcf4,Nr4a2,0.016699148,Co-expression,Zapala-Barlow-2005
Tcf4,Prkca,0.012646582,Co-expression,Zapala-Barlow-2005
Tcf4,Cpne6,0.010658938,Co-expression,Zapala-Barlow-2005
Tcf4,Gria1,0.010774145,Co-expression,Zapala-Barlow-2005
Cnih2,Nr4a2,0.010237616,Co-expression,Zapala-Barlow-2005
Cnih2,Mmp16,0.011574211,Co-expression,Zapala-Barlow-2005
Cnih2,Cpne6,0.008400499,Co-expression,Zapala-Barlow-2005
Cnih2,Epha4,0.011512621,Co-expression,Zapala-Barlow-2005
Cnih2,Gria1,0.008528088,Co-expression,Zapala-Barlow-2005
Cnih2,Tcf4,0.007776268,Co-expression,Zapala-Barlow-2005
Hoxb6,Hoxa9,0.027960114,Co-expression,Zapala-Barlow-2005
Ptprs,Cpne6,0.005710634,Co-expression,Zapala-Barlow-2005
Ptprs,Tcf4,0.005573283,Co-expression,Zapala-Barlow-2005
Ptprs,Cnih2,0.004275014,Co-expression,Zapala-Barlow-2005
Nlgn1,Hs3st4,0.012314633,Co-expression,Thorrez-Schuit-2008
Tshz3,Ptprd,0.010388758,Co-expression,Thorrez-Schuit-2008
Dpp10,Hs3st4,0.004877957,Co-expression,Thorrez-Schuit-2008
Dpp10,Lrrtm3,0.010090892,Co-expression,Thorrez-Schuit-2008
Dpp10,Dgkb,0.010501049,Co-expression,Thorrez-Schuit-2008
Dpp10,Fam19a1,0.005154095,Co-expression,Thorrez-Schuit-2008
Mmp16,Mpped2,0.011255422,Co-expression,Thorrez-Schuit-2008
Mmp16,Tshz3,0.008253742,Co-expression,Thorrez-Schuit-2008
Cpne6,Hs3st4,0.005985156,Co-expression,Thorrez-Schuit-2008
Gria1,Hs3st4,0.00669059,Co-expression,Thorrez-Schuit-2008
Gria1,Fam19a1,0.007008124,Co-expression,Thorrez-Schuit-2008
Gria1,Cpne6,0.006483625,Co-expression,Thorrez-Schuit-2008
Tcf4,Mpped2,0.014375973,Co-expression,Thorrez-Schuit-2008
Tcf4,Tshz3,0.012522491,Co-expression,Thorrez-Schuit-2008
Chn1,Lrrtm3,0.010203225,Co-expression,Thorrez-Schuit-2008
Chn1,Fam19a1,0.005376193,Co-expression,Thorrez-Schuit-2008
