Gene 1,Gene 2,Weight,Network group,Network
Gria1,Tcf4,0.010774145,Co-expression,Zapala-Barlow-2005
Gria1,Epha6,0.011929319,Co-expression,Zapala-Barlow-2005
Celf4,Gria1,0.005154469,Co-expression,Zapala-Barlow-2005
Ppp3ca,Plk2,0.007274943,Co-expression,Zapala-Barlow-2005
Ppp3ca,Tcf4,0.009783068,Co-expression,Zapala-Barlow-2005
Ppp3ca,Epha6,0.010558441,Co-expression,Zapala-Barlow-2005
Ppp3ca,Gria1,0.009271733,Co-expression,Zapala-Barlow-2005
Prkce,Tcf4,0.011494177,Co-expression,Zapala-Barlow-2005
Prkce,Epha6,0.011396667,Co-expression,Zapala-Barlow-2005
Prkce,Gria1,0.011539816,Co-expression,Zapala-Barlow-2005
Prkce,Celf4,0.005352196,Co-expression,Zapala-Barlow-2005
Prkce,Ppp3ca,0.009775392,Co-expression,Zapala-Barlow-2005
Epha7,Plk2,0.01004355,Co-expression,Zapala-Barlow-2005
Epha7,Tcf4,0.013052529,Co-expression,Zapala-Barlow-2005
Epha7,Epha6,0.015759977,Co-expression,Zapala-Barlow-2005
Epha7,Gria1,0.013210558,Co-expression,Zapala-Barlow-2005
Epha7,Ppp3ca,0.012374305,Co-expression,Zapala-Barlow-2005
Epha7,Prkce,0.013139102,Co-expression,Zapala-Barlow-2005
Glrb,Elavl2,0.003436613,Co-expression,Zapala-Barlow-2005
Gria2,Gria1,0.019315952,Co-expression,Zapala-Barlow-2005
Gria2,Celf4,0.008661681,Co-expression,Zapala-Barlow-2005
Gria2,Ppp3ca,0.015422275,Co-expression,Zapala-Barlow-2005
Gria2,Prkce,0.019015482,Co-expression,Zapala-Barlow-2005
Bdnf,Tcf4,0.010159127,Co-expression,Zapala-Barlow-2005
Bdnf,Epha6,0.010875151,Co-expression,Zapala-Barlow-2005
Bdnf,Gria1,0.009689843,Co-expression,Zapala-Barlow-2005
Bdnf,Ppp3ca,0.009182649,Co-expression,Zapala-Barlow-2005
Bdnf,Prkce,0.010921274,Co-expression,Zapala-Barlow-2005
Bdnf,Epha7,0.013003234,Co-expression,Zapala-Barlow-2005
St6galnac5,Plk2,0.007320455,Co-expression,Zapala-Barlow-2005
St6galnac5,Tcf4,0.008885091,Co-expression,Zapala-Barlow-2005
St6galnac5,Epha6,0.010663122,Co-expression,Zapala-Barlow-2005
St6galnac5,Gria1,0.009203027,Co-expression,Zapala-Barlow-2005
St6galnac5,Ppp3ca,0.007936121,Co-expression,Zapala-Barlow-2005
St6galnac5,Prkce,0.009414002,Co-expression,Zapala-Barlow-2005
St6galnac5,Epha7,0.011891097,Co-expression,Zapala-Barlow-2005
St6galnac5,Gria2,0.014243601,Co-expression,Zapala-Barlow-2005
St6galnac5,Bdnf,0.008435254,Co-expression,Zapala-Barlow-2005
Gad1,Meis2,0.009628275,Co-expression,Zapala-Barlow-2005
Gad1,Kcnc1,0.009921808,Co-expression,Zapala-Barlow-2005
Gad1,Celf4,0.003758651,Co-expression,Zapala-Barlow-2005
Adcy9,Plk2,0.008380839,Co-expression,Zapala-Barlow-2005
Adcy9,Tcf4,0.011162419,Co-expression,Zapala-Barlow-2005
Adcy9,Ppp3ca,0.010021496,Co-expression,Zapala-Barlow-2005
Adcy9,Prkce,0.010695128,Co-expression,Zapala-Barlow-2005
