Gene 1,Gene 2,Weight,Network group,Network
Nr4a2,Ccnl1,0.011130914,Co-expression,Peng-Stevenson-2013
Egr1,Egr3,0.026675772,Co-expression,Peng-Stevenson-2013
Tiparp,Kdm7a,0.026279971,Co-expression,Peng-Stevenson-2013
Tiparp,Ccnl1,0.010792678,Co-expression,Peng-Stevenson-2013
Junb,Egr3,0.017777948,Co-expression,Peng-Stevenson-2013
Junb,Egr1,0.024675006,Co-expression,Peng-Stevenson-2013
Plk2,Egr1,0.01854347,Co-expression,Peng-Stevenson-2013
Btg2,Egr3,0.018651439,Co-expression,Peng-Stevenson-2013
Btg2,Ccnl1,0.012199314,Co-expression,Peng-Stevenson-2013
Btg2,Nr4a2,0.017015584,Co-expression,Peng-Stevenson-2013
Btg2,Egr1,0.023773484,Co-expression,Peng-Stevenson-2013
Btg2,Tiparp,0.018462721,Co-expression,Peng-Stevenson-2013
Fos,Egr3,0.026914878,Co-expression,Peng-Stevenson-2013
Fos,Nr4a2,0.012907025,Co-expression,Peng-Stevenson-2013
Fos,Egr1,0.036167946,Co-expression,Peng-Stevenson-2013
Fos,Junb,0.028675081,Co-expression,Peng-Stevenson-2013
Fos,Btg2,0.025149474,Co-expression,Peng-Stevenson-2013
Fosb,Egr3,0.022342253,Co-expression,Peng-Stevenson-2013
Fosb,Ccnl1,0.010267781,Co-expression,Peng-Stevenson-2013
Fosb,Nr4a2,0.017610308,Co-expression,Peng-Stevenson-2013
Fosb,Egr1,0.025307238,Co-expression,Peng-Stevenson-2013
Fosb,Tiparp,0.016529543,Co-expression,Peng-Stevenson-2013
Fosb,Junb,0.01685746,Co-expression,Peng-Stevenson-2013
Fosb,Btg2,0.022610264,Co-expression,Peng-Stevenson-2013
Fosb,Fos,0.026330514,Co-expression,Peng-Stevenson-2013
Egr2,Egr3,0.016527982,Co-expression,Peng-Stevenson-2013
Egr2,Egr1,0.01729815,Co-expression,Peng-Stevenson-2013
Egr2,Junb,0.02120713,Co-expression,Peng-Stevenson-2013
Egr2,Arpc2,0.017708972,Co-expression,Peng-Stevenson-2013
Egr2,Fos,0.019588195,Co-expression,Peng-Stevenson-2013
Egr2,Fosb,0.014034271,Co-expression,Peng-Stevenson-2013
Nr4a1,Egr3,0.017629927,Co-expression,Peng-Stevenson-2013
Nr4a1,Ccnl1,0.01053723,Co-expression,Peng-Stevenson-2013
Nr4a1,Nr4a2,0.018023197,Co-expression,Peng-Stevenson-2013
Nr4a1,Egr1,0.02218608,Co-expression,Peng-Stevenson-2013
Nr4a1,Btg2,0.021002049,Co-expression,Peng-Stevenson-2013
Nr4a1,Fos,0.021373495,Co-expression,Peng-Stevenson-2013
Nr4a1,Fosb,0.020592205,Co-expression,Peng-Stevenson-2013
Cyr61,Egr3,0.027526762,Co-expression,Peng-Stevenson-2013
Cyr61,Egr1,0.035341278,Co-expression,Peng-Stevenson-2013
Cyr61,Junb,0.02669241,Co-expression,Peng-Stevenson-2013
Cyr61,Plk2,0.020770142,Co-expression,Peng-Stevenson-2013
Cyr61,Btg2,0.01912234,Co-expression,Peng-Stevenson-2013
Cyr61,Fos,0.037087075,Co-expression,Peng-Stevenson-2013
Cyr61,Fosb,0.023588808,Co-expression,Peng-Stevenson-2013
Cyr61,Egr2,0.01760497,Co-expression,Peng-Stevenson-2013
Cyr61,Nr4a1,0.019106524,Co-expression,Peng-Stevenson-2013
Ier2,Egr3,0.022409264,Co-expression,Peng-Stevenson-2013
Ier2,Ccnl1,0.011184963,Co-expression,Peng-Stevenson-2013
Ier2,Nr4a2,0.016073009,Co-expression,Peng-Stevenson-2013
Ier2,Egr1,0.031885613,Co-expression,Peng-Stevenson-2013
Ier2,Junb,0.021681292,Co-expression,Peng-Stevenson-2013
Ier2,Btg2,0.02521975,Co-expression,Peng-Stevenson-2013
Ier2,Fos,0.03278012,Co-expression,Peng-Stevenson-2013
