Gene 1,Gene 2,Weight,Network group,Network
Magi1,Rbfox1,0.009197649,Co-expression,Rinn-Snyder-2004
Celf2,Rbfox1,0.010708401,Co-expression,Rinn-Snyder-2004
Elavl2,Rbfox1,0.010961622,Co-expression,Rinn-Snyder-2004
Gad2,Rbfox1,0.005954537,Co-expression,Rinn-Snyder-2004
Gria2,Rbfox1,0.008701745,Co-expression,Rinn-Snyder-2004
Sox2,Npas3,0.01301531,Co-expression,Rinn-Snyder-2004
Gria3,Rbfox1,0.005050891,Co-expression,Rinn-Snyder-2004
Gria3,Zbtb20,0.016506007,Co-expression,Rinn-Snyder-2004
Gria1,Rbfox1,0.008805357,Co-expression,Rinn-Snyder-2004
Cacng2,Rbfox1,0.006404397,Co-expression,Rinn-Snyder-2004
Kif5a,Gria2,0.026107172,Co-expression,Rinn-Snyder-2004
Kif5a,Gria1,0.02636239,Co-expression,Rinn-Snyder-2004
Gria4,Col25a1,0.004922883,Co-expression,Rinn-Snyder-2004
Gria4,Cnr1,0.00482545,Co-expression,Rinn-Snyder-2004
Gad1,Rbfox1,0.006133682,Co-expression,Rinn-Snyder-2004
Gad1,Gad2,0.012854858,Co-expression,Rinn-Snyder-2004
Col25a1,Fam19a1,0.013086181,Co-expression,Lattin-Sweet-2008
Atp2b1,Dock4,0.012920221,Co-expression,Lattin-Sweet-2008
Cnr1,Dock4,0.026509115,Co-expression,Lattin-Sweet-2008
Gria2,Nrxn3,0.009777498,Co-expression,Lattin-Sweet-2008
Gria2,Atp2b1,0.006007553,Co-expression,Lattin-Sweet-2008
Gria2,Celf2,0.009995601,Co-expression,Lattin-Sweet-2008
Gria1,Celf2,0.012449469,Co-expression,Lattin-Sweet-2008
Gria1,Gria2,0.007135188,Co-expression,Lattin-Sweet-2008
Cacng2,Npas3,0.018438509,Co-expression,Lattin-Sweet-2008
Dlg3,Gria2,0.008926283,Co-expression,Lattin-Sweet-2008
Dlg3,Gria1,0.011440737,Co-expression,Lattin-Sweet-2008
Gria4,Cnr1,0.010136358,Co-expression,Lattin-Sweet-2008
Gria4,Kcnc1,0.011947425,Co-expression,Lattin-Sweet-2008
Gad1,Nrxn3,0.011570788,Co-expression,Lattin-Sweet-2008
Gad1,Adarb2,0.008088177,Co-expression,Lattin-Sweet-2008
Gad1,Kcnc1,0.010873575,Co-expression,Lattin-Sweet-2008
Gria2,Zbtb20,0.010572287,Co-expression,Akahoshi-Ishii-2011
Gria3,Kcnc1,0.010669981,Co-expression,Akahoshi-Ishii-2011
Gnas,Erbb4,0.022831766,Co-expression,Akahoshi-Ishii-2011
Gria1,Zbtb20,0.005831959,Co-expression,Akahoshi-Ishii-2011
Gria1,Gria2,0.014665057,Co-expression,Akahoshi-Ishii-2011
Cacng2,Gria3,0.004763278,Co-expression,Akahoshi-Ishii-2011
Cacng2,Gnas,0.005746041,Co-expression,Akahoshi-Ishii-2011
Kif5a,Cacng2,0.005150894,Co-expression,Akahoshi-Ishii-2011
Kif5b,Elavl2,0.012399141,Co-expression,Akahoshi-Ishii-2011
Gria4,Cacng2,0.005328561,Co-expression,Akahoshi-Ishii-2011
Gad2,Elavl2,0.009091575,Co-expression,Zapala-Barlow-2005
Sox2,Elavl2,0.004992457,Co-expression,Zapala-Barlow-2005
Sox2,Gad2,0.00721718,Co-expression,Zapala-Barlow-2005
Gria3,Cnr1,0.009401737,Co-expression,Zapala-Barlow-2005
Ogt,Celf2,0.016452083,Co-expression,Zapala-Barlow-2005
Gria1,Gria2,0.019315952,Co-expression,Zapala-Barlow-2005
Cacng2,Kcnc1,0.011313021,Co-expression,Zapala-Barlow-2005
Kif5a,Cnr1,0.013939051,Co-expression,Zapala-Barlow-2005
Kif5a,Gria3,0.008157606,Co-expression,Zapala-Barlow-2005
Dlg3,Gria2,0.008889983,Co-expression,Zapala-Barlow-2005
Dlg3,Gria3,0.003875102,Co-expression,Zapala-Barlow-2005
Dlg3,Gria1,0.005549381,Co-expression,Zapala-Barlow-2005
Gria4,Cacng2,0.008639197,Co-expression,Zapala-Barlow-2005
Gad1,Kcnc1,0.009921808,Co-expression,Zapala-Barlow-2005
Gad1,Gad2,0.009723626,Co-expression,Zapala-Barlow-2005
Cnr1,Erbb4,0.003764246,Co-expression,Stein-Gusterson-2004
Gad2,Elavl2,0.023301804,Co-expression,Stein-Gusterson-2004
Gria2,Cnr1,0.008144015,Co-expression,Stein-Gusterson-2004
Sox2,Cnr1,0.007200029,Co-expression,Stein-Gusterson-2004
Atp2a2,Ogt,0.006222709,Co-expression,Stein-Gusterson-2004
