Gene 1,Gene 2,Weight,Network group,Network
FAM19A1,LRRTM3,0.030046007,Co-expression,Mallon-McKay-2013
GRM8,HS3ST4,0.021353552,Co-expression,Mallon-McKay-2013
TSHZ3,CHSY3,0.007436339,Co-expression,Mallon-McKay-2013
ZFPM2,CHSY3,0.00769469,Co-expression,Mallon-McKay-2013
ZFPM2,TSHZ3,0.005419103,Co-expression,Mallon-McKay-2013
GRIA1,CELF4,0.02387623,Co-expression,Mallon-McKay-2013
SRCIN1,NRXN1,0.016240621,Co-expression,Mallon-McKay-2013
CHD7,ZNF608,0.013209047,Co-expression,Mallon-McKay-2013
SYT13,NRXN1,0.009517834,Co-expression,Mallon-McKay-2013
MSC,TIMP2,0.016752364,Co-expression,Mallon-McKay-2013
TSHZ2,CHSY3,0.010674408,Co-expression,Innocenti-Brown-2011
PCSK5,TSHZ3,0.006205553,Co-expression,Innocenti-Brown-2011
ZFPM2,TLE4,0.016719412,Co-expression,Innocenti-Brown-2011
ZFPM2,TSHZ3,0.005965234,Co-expression,Innocenti-Brown-2011
TCF4,TSHZ3,0.008423265,Co-expression,Innocenti-Brown-2011
PBX1,PRICKLE1,0.015399963,Co-expression,Innocenti-Brown-2011
TANC1,TSHZ3,0.005393241,Co-expression,Innocenti-Brown-2011
TANC1,AUTS2,0.015211172,Co-expression,Innocenti-Brown-2011
LYST,AUTS2,0.02117875,Co-expression,Innocenti-Brown-2011
KCND2,SYT13,0.0063432,Co-expression,Innocenti-Brown-2011
TIMP3,TIMP4,0.015514717,Co-expression,Innocenti-Brown-2011
PCDH9,DPP10,0.019589333,Co-expression,Noble-Diehl-2008
PCDH9,PRICKLE1,0.018116483,Co-expression,Noble-Diehl-2008
ZEB2,PRICKLE1,0.023995213,Co-expression,Noble-Diehl-2008
SYT13,GRM8,0.01789953,Co-expression,Noble-Diehl-2008
TIMP3,TSHZ3,0.008517687,Co-expression,Noble-Diehl-2008
NRXN1,PTPRD,0.016485842,Co-expression,Wang-Maris-2006
ZEB2,PTPRD,0.02031352,Co-expression,Wang-Maris-2006
GRIA1,NRXN1,0.015987033,Co-expression,Wang-Maris-2006
TANC2,PTPRS,0.01997621,Co-expression,Wang-Maris-2006
MMP16,HS3ST4,0.017776828,Co-expression,Roth-Zlotnik-2006
TSHZ3,PRICKLE1,0.014300025,Co-expression,Roth-Zlotnik-2006
PTPRD,PCDH9,0.011888834,Co-expression,Roth-Zlotnik-2006
TCF4,ZFPM2,0.011818433,Co-expression,Roth-Zlotnik-2006
