Gene 1,Gene 2,Weight,Network group,Network
CSPG5,ERBB4,0.0095182,Co-expression,Roth-Zlotnik-2006
ERC2,CELF2,0.007518571,Co-expression,Roth-Zlotnik-2006
GPC5,ROBO2,0.027758064,Co-expression,Roth-Zlotnik-2006
GPC5,CSPG5,0.008940955,Co-expression,Roth-Zlotnik-2006
GRIA1,DAB1,0.01805967,Co-expression,Roth-Zlotnik-2006
PTPRZ1,LHFPL3,0.008664346,Co-expression,Roth-Zlotnik-2006
PTPRZ1,NPAS3,0.009921867,Co-expression,Roth-Zlotnik-2006
PTPRZ1,GPC5,0.008580971,Co-expression,Roth-Zlotnik-2006
SYT1,KALRN,0.006198127,Co-expression,Roth-Zlotnik-2006
SYT1,R3HDM1,0.006404271,Co-expression,Roth-Zlotnik-2006
SYT1,CELF2,0.006336607,Co-expression,Roth-Zlotnik-2006
SYT1,ERC2,0.002674511,Co-expression,Roth-Zlotnik-2006
RBFOX1,KALRN,0.009628376,Co-expression,Roth-Zlotnik-2006
RBFOX1,CELF2,0.009720696,Co-expression,Roth-Zlotnik-2006
FAM168A,PTPRZ1,0.003656189,Co-expression,Roth-Zlotnik-2006
IQSEC1,R3HDM1,0.012290143,Co-expression,Roth-Zlotnik-2006
IQSEC1,CELF2,0.012848149,Co-expression,Roth-Zlotnik-2006
IQSEC1,SYT1,0.003840718,Co-expression,Roth-Zlotnik-2006
MID1IP1,QKI,0.020868193,Co-expression,Roth-Zlotnik-2006
ANKH,SNRPN,0.016699824,Co-expression,Roth-Zlotnik-2006
ARNT2,ROBO2,0.008213185,Co-expression,Roth-Zlotnik-2006
ARNT2,ERBB4,0.007364519,Co-expression,Roth-Zlotnik-2006
ARNT2,CSPG5,0.003030882,Co-expression,Roth-Zlotnik-2006
ARNT2,GPC5,0.006121722,Co-expression,Roth-Zlotnik-2006
PCMT1,ERC2,0.004305526,Co-expression,Roth-Zlotnik-2006
FOXG1,CSPG5,0.00626851,Co-expression,Roth-Zlotnik-2006
FOXG1,RBFOX1,0.007163103,Co-expression,Roth-Zlotnik-2006
FOXG1,ARNT2,0.004484575,Co-expression,Roth-Zlotnik-2006
CSPG5,KALRN,0.01050724,Co-expression,Wang-Maris-2006
GRIA1,ERC2,0.010341431,Co-expression,Wang-Maris-2006
BCL11A,R3HDM1,0.02118663,Co-expression,Wang-Maris-2006
PTPRZ1,KALRN,0.01004946,Co-expression,Wang-Maris-2006
PTPRZ1,R3HDM1,0.009262513,Co-expression,Wang-Maris-2006
PTPRZ1,CSPG5,0.006980042,Co-expression,Wang-Maris-2006
PTPRZ1,BCL11A,0.009887202,Co-expression,Wang-Maris-2006
FAM168A,ERBB4,0.017351748,Co-expression,Wang-Maris-2006
FAM168A,CSPG5,0.010582385,Co-expression,Wang-Maris-2006
FAM168A,PTPRZ1,0.008202931,Co-expression,Wang-Maris-2006
ARNT2,FAM168A,0.014421612,Co-expression,Wang-Maris-2006
FOXG1,PTPRZ1,0.013439468,Co-expression,Wang-Maris-2006
BCL11A,CHD7,0.013317974,Co-expression,Boldrick-Relman-2002
RBFOX1,PDGFRA,0.02175903,Co-expression,Boldrick-Relman-2002
BHLHE40,NPAS3,0.005355748,Co-expression,Boldrick-Relman-2002
SOX10,KALRN,0.004660702,Co-expression,Burington-Shaughnessy-2008
SOX10,GPC5,0.00336998,Co-expression,Burington-Shaughnessy-2008
HNRNPA2B1,R3HDM1,0.005602306,Co-expression,Burington-Shaughnessy-2008
HNRNPA2B1,CELF2,0.006924921,Co-expression,Burington-Shaughnessy-2008
SYT1,ERC2,0.022274759,Co-expression,Burington-Shaughnessy-2008
PCMT1,QKI,0.02578798,Co-expression,Burington-Shaughnessy-2008
PDGFRA,CELF2,0.006880646,Co-expression,Chen-Brown-2002
CSPG5,ROBO2,0.010860589,Co-expression,Chen-Brown-2002
HNRNPA2B1,QKI,0.019125352,Co-expression,Chen-Brown-2002
BHLHE40,R3HDM1,0.019212915,Co-expression,Chen-Brown-2002
PCMT1,HNRNPA2B1,0.012646313,Co-expression,Chen-Brown-2002
HNRNPA2B1,R3HDM1,0.0187143,Co-expression,Smirnov-Cheung-2009
RBFOX1,ERC2,0.017071607,Co-expression,Smirnov-Cheung-2009
MID1IP1,IQSEC1,0.016559476,Co-expression,Smirnov-Cheung-2009
FOXG1,BCL11A,0.016834699,Co-expression,Smirnov-Cheung-2009
BCL11A,CHD7,0.019996053,Co-expression,Rosenwald-Staudt-2001
HNRNPA2B1,R3HDM1,0.007431428,Co-expression,Rieger-Chu-2004
APOE,KALRN,0.015598784,Co-expression,Rieger-Chu-2004
NPAS3,DAB1,0.004356979,Co-expression,Noble-Diehl-2008
GPC5,NXPH1,0.006101752,Co-expression,Noble-Diehl-2008
GPC5,TENM2,0.00462813,Co-expression,Noble-Diehl-2008
GPC5,DAB1,0.001147486,Co-expression,Noble-Diehl-2008
SYT1,TENM2,0.015339904,Co-expression,Noble-Diehl-2008
FAM168A,BCL11A,0.01032649,Co-expression,Noble-Diehl-2008
NPAS3,ERBB4,0.015738826,Co-expression,Dobbin-Giordano-2005
GRIA1,DAB1,0.007990729,Co-expression,Dobbin-Giordano-2005
PTPRZ1,CSPG5,0.011445028,Co-expression,Mallon-McKay-2013
SYT1,GRIA1,0.014985045,Co-expression,Mallon-McKay-2013
SNRPN,SYT1,0.016106207,Co-expression,Mallon-McKay-2013
ANKH,SOX10,0.01055229,Co-expression,Mallon-McKay-2013
ANKH,BHLHE40,0.014728759,Co-expression,Mallon-McKay-2013
ARNT2,NXPH1,0.006863791,Co-expression,Mallon-McKay-2013
FXYD7,DAB1,0.006897972,Co-expression,Mallon-McKay-2013
VCAN,ROBO2,0.008678628,Co-expression,Perou-Botstein-2000
SNRPN,SYT1,0.021279097,Co-expression,Perou-Botstein-2000
ARNT2,ANKH,0.013140763,Co-expression,Perou-Botstein-2000
FOXG1,PLEKHA6,0.014444301,Co-expression,Perou-Botstein-2000
GRIA1,ERBB4,0.019101648,Co-localization,Johnson-Shoemaker-2003
GRIA1,DAB1,0.017729484,Co-localization,Johnson-Shoemaker-2003
GRIA1,CELF2,0.016446078,Co-localization,Johnson-Shoemaker-2003
BCL11A,R3HDM1,0.018994918,Co-localization,Johnson-Shoemaker-2003
BCL11A,CELF2,0.02160619,Co-localization,Johnson-Shoemaker-2003
PTPRZ1,NPAS3,0.012763892,Co-localization,Johnson-Shoemaker-2003
PTPRZ1,CSPG5,0.010627329,Co-localization,Johnson-Shoemaker-2003
SYT1,KALRN,0.006139442,Co-localization,Johnson-Shoemaker-2003
SYT1,CELF2,0.005172818,Co-localization,Johnson-Shoemaker-2003
RBFOX1,KALRN,0.010429,Co-localization,Johnson-Shoemaker-2003
RBFOX1,SYT1,0.00218171,Co-localization,Johnson-Shoemaker-2003
ALG13,APOE,0.011153868,Co-localization,Johnson-Shoemaker-2003
