Gene 1,Gene 2,Weight,Network group,Network
GPC5,CSMD3,0.02019848,Co-expression,Roth-Zlotnik-2006
TMEM47,NFIA,0.01953032,Co-expression,Roth-Zlotnik-2006
CSPG5,CSMD3,0.008602118,Co-expression,Roth-Zlotnik-2006
CSPG5,PTN,0.009947195,Co-expression,Roth-Zlotnik-2006
CSPG5,GPC5,0.008940955,Co-expression,Roth-Zlotnik-2006
MYCBP2,CELF2,0.025124177,Co-expression,Roth-Zlotnik-2006
RBFOX1,GRIA3,0.009048042,Co-expression,Roth-Zlotnik-2006
RBFOX1,SLC1A2,0.009412266,Co-expression,Roth-Zlotnik-2006
RBFOX1,CELF2,0.009720696,Co-expression,Roth-Zlotnik-2006
GJA1,MSI2,0.014859204,Co-expression,Roth-Zlotnik-2006
PTPRZ1,NPAS3,0.009921867,Co-expression,Roth-Zlotnik-2006
PTPRZ1,PTN,0.010877574,Co-expression,Roth-Zlotnik-2006
PTPRZ1,GPC5,0.008580971,Co-expression,Roth-Zlotnik-2006
PTPRZ1,ARHGAP5,0.010932865,Co-expression,Roth-Zlotnik-2006
PTPRZ1,GJA1,0.008120411,Co-expression,Roth-Zlotnik-2006
ERC2,CELF2,0.007518571,Co-expression,Roth-Zlotnik-2006
ERC2,MYCBP2,0.006699367,Co-expression,Roth-Zlotnik-2006
SYT1,CELF2,0.006336607,Co-expression,Roth-Zlotnik-2006
SYT1,RORB,0.005572675,Co-expression,Roth-Zlotnik-2006
SYT1,ACSL3,0.006110476,Co-expression,Roth-Zlotnik-2006
SYT1,MYCBP2,0.005570137,Co-expression,Roth-Zlotnik-2006
SYT1,ERC2,0.002674511,Co-expression,Roth-Zlotnik-2006
SOX2,PTPRZ1,0.011394677,Co-expression,Roth-Zlotnik-2006
A1CF,APOE,0.006498943,Co-expression,Roth-Zlotnik-2006
SLC4A4,PTN,0.025587142,Co-expression,Burington-Shaughnessy-2008
APOE,SAT1,0.011063516,Co-expression,Burington-Shaughnessy-2008
SYT1,ERC2,0.022274759,Co-expression,Burington-Shaughnessy-2008
CLOCK,ARHGAP5,0.014654312,Co-expression,Burington-Shaughnessy-2008
PTPRZ1,RORB,0.012319705,Co-expression,Perou-Botstein-1999
SOX2,ACSL3,0.006808822,Co-expression,Perou-Botstein-1999
SOX2,SYT1,0.014933938,Co-expression,Perou-Botstein-1999
GJA5,SLC4A4,0.01782269,Co-expression,Perou-Botstein-1999
GJA5,TMEM47,0.014285922,Co-expression,Perou-Botstein-1999
GPC5,TENM2,0.00462813,Co-expression,Noble-Diehl-2008
TMEM47,PTN,0.007791849,Co-expression,Noble-Diehl-2008
SYT1,TENM2,0.015339904,Co-expression,Noble-Diehl-2008
SOX2,TENM2,0.016484795,Co-expression,Noble-Diehl-2008
NEFM,GPC5,0.009400239,Co-expression,Noble-Diehl-2008
AJUBA,SLC1A2,0.007914611,Co-expression,Noble-Diehl-2008
AJUBA,PTPRZ1,0.00864252,Co-expression,Noble-Diehl-2008
PLTP,APOE,0.023896135,Co-expression,Noble-Diehl-2008
ID4,PTN,0.010520846,Co-expression,Perou-Botstein-2000
TMEM47,PTN,0.006736308,Co-expression,Perou-Botstein-2000
TMEM47,SLC4A4,0.007535049,Co-expression,Perou-Botstein-2000
APOE,GJA1,0.00714366,Co-expression,Perou-Botstein-2000
ADAMTS1,PTN,0.013864993,Co-expression,Perou-Botstein-2000
ADAMTS1,TMEM47,0.009722188,Co-expression,Perou-Botstein-2000
PLTP,ID4,0.016796812,Co-expression,Perou-Botstein-2000
VEGFA,SAT1,0.014399866,Co-expression,Smirnov-Cheung-2009
ERC2,RBFOX1,0.017071607,Co-expression,Smirnov-Cheung-2009
ID4,SLC4A4,0.017169897,Co-expression,Ramaswamy-Golub-2001
TMEM47,NFIA,0.012082462,Co-expression,Ramaswamy-Golub-2001
GOPC,ARHGAP5,0.021225566,Co-expression,Ramaswamy-Golub-2001
NEFM,RORB,0.02605236,Co-expression,Ramaswamy-Golub-2001
ADAMTS1,SLC4A4,0.014528437,Co-expression,Ramaswamy-Golub-2001
ADAMTS1,TMEM47,0.019704355,Co-expression,Ramaswamy-Golub-2001
MYCBP2,MSI2,0.007453492,Co-expression,Bahr-Bowler-2013
VEGFA,SAT1,0.009717931,Co-expression,Bahr-Bowler-2013
GOPC,ARHGAP5,0.005386106,Co-expression,Bahr-Bowler-2013
NUMBL,SOX6,0.01234581,Co-expression,Bahr-Bowler-2013
CSPG5,PTN,0.010766045,Co-expression,Wang-Maris-2006
CSPG5,GRIA3,0.011490539,Co-expression,Wang-Maris-2006
PTPRZ1,CSPG5,0.006980042,Co-expression,Wang-Maris-2006
SV2C,ACSL3,0.018840147,Co-expression,Wang-Maris-2006
SV2C,SYT1,0.012185722,Co-expression,Wang-Maris-2006
PPFIA4,CSPG5,0.011830118,Co-expression,Wang-Maris-2006
PPFIA4,ERC2,0.009436147,Co-expression,Wang-Maris-2006
ID4,GPC5,0.005625722,Co-expression,Wu-Garvey-2007
RORB,GPC5,0.0039946,Co-expression,Wu-Garvey-2007
ERC2,GJA1,0.01136489,Co-expression,Wu-Garvey-2007
GJA5,NEFM,0.012539568,Co-expression,Wu-Garvey-2007
TNR,SV2C,0.009399178,Co-expression,Wu-Garvey-2007
PLTP,GJA5,0.007572064,Co-expression,Wu-Garvey-2007
